pais,ano,kilograms,dollars,nao_consta
reino_unido,1973,0,0,0
romenia,1973,0,0,0
suica,1973,0,0,0
tunisia,1973,0,0,0
ucrania,1973,0,0,0
uruguai,1973,0,0,0
nao_consta_na_tabela,1973,0,0,1
nao_declarados,1973,0,0,1
outros,1973,24,10054,0
africa_do_sul,1974,0,0,0
alemanha,1974,1667,2128,0
argentina,1974,2831,3035,0
australia,1974,0,0,0
austria,1974,0,0,0
bermudas,1974,0,0,0
bahamas,1974,0,0,0
belgica,1974,0,0,0
brasil,1974,0,0,0
bulgaria,1974,0,0,0
canada,1974,0,0,0
chile,1974,180,340,0
croacia,1974,0,0,0
cuba,1974,0,0,0
emirados_arabes_unidos,1974,0,0,0
eslovenia,1974,0,0,0
espanha,1974,41971,36350,0
estados_unidos,1974,0,0,0
franca,1974,83575,335930,0
georgia,1974,0,0,0
granada,1974,0,0,0
grecia,1974,0,0,0
hong_kong,1974,0,0,0
hungria,1974,0,0,0
indonesia,1974,0,0,0
irlanda,1974,0,0,0
israel,1974,0,0,0
italia,1974,24637,24784,0
japao,1974,0,0,0
luxemburgo,1974,0,0,0
mexico,1974,0,0,0
moldavia,1974,0,0,0
nova_zelandia,1974,0,0,0
paises_baixos,1974,0,0,0
panama,1974,0,0,0
peru,1974,0,0,0
portugal,1974,15886,29585,0
reino_unido,1974,0,0,0
romenia,1974,0,0,0
suica,1974,0,0,0
tunisia,1974,0,0,0
ucrania,1974,0,0,0
uruguai,1974,0,0,0
nao_consta_na_tabela,1974,0,0,1
nao_declarados,1974,0,0,1
outros,1974,1801,2999,0
africa_do_sul,1975,0,0,0
alemanha,1975,355,937,0
argentina,1975,11120,5732,0
australia,1975,0,0,0
austria,1975,0,0,0
bermudas,1975,0,0,0
bahamas,1975,0,0,0
belgica,1975,0,0,0
brasil,1975,0,0,0
bulgaria,1975,0,0,0
canada,1975,0,0,0
chile,1975,672,1140,0
croacia,1975,0,0,0
cuba,1975,0,0,0
emirados_arabes_unidos,1975,0,0,0
eslovenia,1975,0,0,0
espanha,1975,54863,51166,0
estados_unidos,1975,0,0,0
franca,1975,17770,80649,0
georgia,1975,0,0,0
granada,1975,0,0,0
grecia,1975,0,0,0
hong_kong,1975,0,0,0
hungria,1975,0,0,0
indonesia,1975,0,0,0
irlanda,1975,0,0,0
israel,1975,0,0,0
italia,1975,22782,19240,0
japao,1975,0,0,0
luxemburgo,1975,0,0,0
mexico,1975,0,0,0
moldavia,1975,0,0,0
nova_zelandia,1975,0,0,0
paises_baixos,1975,0,0,0
panama,1975,0,0,0
peru,1975,0,0,0
portugal,1975,2147,3798,0
reino_unido,1975,0,0,0
romenia,1975,0,0,0
suica,1975,0,0,0
tunisia,1975,0,0,0
ucrania,1975,0,0,0
uruguai,1975,0,0,0
nao_consta_na_tabela,1975,0,0,1
nao_declarados,1975,0,0,1
outros,1975,13096,17961,0
africa_do_sul,1976,0,0,0
alemanha,1976,1947,1880,0
argentina,1976,0,0,0
australia,1976,0,0,0
austria,1976,0,0,0
bermudas,1976,0,0,0
bahamas,1976,0,0,0
belgica,1976,0,0,0
brasil,1976,0,0,0
bulgaria,1976,0,0,0
canada,1976,0,0,0
chile,1976,10980,15660,0
croacia,1976,0,0,0
cuba,1976,0,0,0
emirados_arabes_unidos,1976,0,0,0
eslovenia,1976,0,0,0
espanha,1976,17299,19252,0
estados_unidos,1976,0,0,0
franca,1976,16295,61873,0
georgia,1976,0,0,0
granada,1976,0,0,0
grecia,1976,0,0,0
hong_kong,1976,0,0,0
hungria,1976,0,0,0
indonesia,1976,0,0,0
irlanda,1976,0,0,0
israel,1976,0,0,0
italia,1976,11917,9896,0
japao,1976,0,0,0
luxemburgo,1976,0,0,0
mexico,1976,0,0,0
moldavia,1976,0,0,0
nova_zelandia,1976,0,0,0
paises_baixos,1976,0,0,0
panama,1976,0,0,0
peru,1976,0,0,0
portugal,1976,3972,7084,0
reino_unido,1976,0,0,0
romenia,1976,0,0,0
suica,1976,0,0,0
tunisia,1976,0,0,0
ucrania,1976,0,0,0
uruguai,1976,0,0,0
nao_consta_na_tabela,1976,0,0,1
nao_declarados,1976,0,0,1
outros,1976,20,118,0
africa_do_sul,1977,0,0,0
alemanha,1977,840,982,0
argentina,1977,0,0,0
australia,1977,0,0,0
austria,1977,0,0,0
bermudas,1977,0,0,0
bahamas,1977,0,0,0
belgica,1977,0,0,0
brasil,1977,0,0,0
bulgaria,1977,0,0,0
canada,1977,0,0,0
chile,1977,630,1059,0
croacia,1977,0,0,0
cuba,1977,0,0,0
emirados_arabes_unidos,1977,0,0,0
eslovenia,1977,0,0,0
espanha,1977,31319,36998,0
estados_unidos,1977,0,0,0
franca,1977,24584,105421,0
georgia,1977,0,0,0
granada,1977,0,0,0
grecia,1977,0,0,0
hong_kong,1977,0,0,0
hungria,1977,0,0,0
indonesia,1977,0,0,0
irlanda,1977,0,0,0
israel,1977,450,700,0
italia,1977,19995,17483,0
japao,1977,0,0,0
luxemburgo,1977,0,0,0
mexico,1977,8122,13185,0
moldavia,1977,0,0,0
nova_zelandia,1977,0,0,0
paises_baixos,1977,0,0,0
panama,1977,0,0,0
peru,1977,0,0,0
portugal,1977,931,1462,0
reino_unido,1977,0,0,0
romenia,1977,0,0,0
suica,1977,0,0,0
tunisia,1977,0,0,0
ucrania,1977,0,0,0
uruguai,1977,0,0,0
nao_consta_na_tabela,1977,0,0,1
nao_declarados,1977,0,0,1
outros,1977,0,0,0
africa_do_sul,1978,0,0,0
alemanha,1978,420,1059,0
argentina,1978,180,210,0
australia,1978,0,0,0
austria,1978,0,0,0
bermudas,1978,0,0,0
bahamas,1978,0,0,0
belgica,1978,0,0,0
brasil,1978,0,0,0
bulgaria,1978,0,0,0
canada,1978,0,0,0
chile,1978,45,76,0
croacia,1978,0,0,0
cuba,1978,0,0,0
emirados_arabes_unidos,1978,0,0,0
eslovenia,1978,0,0,0
espanha,1978,38780,49246,0
estados_unidos,1978,0,0,0
franca,1978,51710,236584,0
georgia,1978,0,0,0
granada,1978,0,0,0
grecia,1978,0,0,0
hong_kong,1978,0,0,0
hungria,1978,0,0,0
indonesia,1978,0,0,0
irlanda,1978,0,0,0
israel,1978,0,0,0
italia,1978,7119,8916,0
japao,1978,0,0,0
luxemburgo,1978,0,0,0
mexico,1978,0,0,0
moldavia,1978,0,0,0
nova_zelandia,1978,0,0,0
paises_baixos,1978,0,0,0
panama,1978,0,0,0
peru,1978,0,0,0
portugal,1978,11077,18687,0
reino_unido,1978,0,0,0
romenia,1978,0,0,0
suica,1978,0,0,0
tunisia,1978,0,0,0
ucrania,1978,0,0,0
uruguai,1978,0,0,0
nao_consta_na_tabela,1978,0,0,1
nao_declarados,1978,0,0,1
outros,1978,0,0,0
africa_do_sul,1979,0,0,0
alemanha,1979,1020,3901,0
argentina,1979,13500,16500,0
australia,1979,0,0,0
austria,1979,0,0,0
bermudas,1979,0,0,0
bahamas,1979,0,0,0
belgica,1979,0,0,0
brasil,1979,0,0,0
bulgaria,1979,0,0,0
canada,1979,0,0,0
chile,1979,0,0,0
croacia,1979,0,0,0
cuba,1979,0,0,0
emirados_arabes_unidos,1979,0,0,0
eslovenia,1979,0,0,0
espanha,1979,44226,56686,0
estados_unidos,1979,0,0,0
franca,1979,27554,169843,0
georgia,1979,0,0,0
granada,1979,0,0,0
grecia,1979,0,0,0
hong_kong,1979,0,0,0
hungria,1979,0,0,0
indonesia,1979,0,0,0
irlanda,1979,0,0,0
israel,1979,180,370,0
italia,1979,16234,18345,0
japao,1979,0,0,0
luxemburgo,1979,0,0,0
mexico,1979,0,0,0
moldavia,1979,0,0,0
nova_zelandia,1979,0,0,0
paises_baixos,1979,0,0,0
panama,1979,0,0,0
peru,1979,0,0,0
portugal,1979,8967,19683,0
reino_unido,1979,0,0,0
romenia,1979,0,0,0
suica,1979,0,0,0
tunisia,1979,0,0,0
ucrania,1979,0,0,0
uruguai,1979,0,0,0
nao_consta_na_tabela,1979,0,0,1
nao_declarados,1979,0,0,1
outros,1979,0,0,0
africa_do_sul,1980,0,0,0
alemanha,1980,332,1175,0
argentina,1980,0,0,0
australia,1980,0,0,0
austria,1980,0,0,0
bermudas,1980,0,0,0
bahamas,1980,0,0,0
belgica,1980,0,0,0
brasil,1980,0,0,0
bulgaria,1980,0,0,0
canada,1980,0,0,0
chile,1980,861,1734,0
croacia,1980,0,0,0
cuba,1980,0,0,0
emirados_arabes_unidos,1980,0,0,0
eslovenia,1980,0,0,0
espanha,1980,45842,49789,0
estados_unidos,1980,0,0,0
franca,1980,13235,82136,0
georgia,1980,0,0,0
granada,1980,0,0,0
grecia,1980,0,0,0
hong_kong,1980,0,0,0
hungria,1980,0,0,0
indonesia,1980,0,0,0
irlanda,1980,0,0,0
israel,1980,585,1435,0
italia,1980,20932,33860,0
japao,1980,0,0,0
luxemburgo,1980,0,0,0
mexico,1980,0,0,0
moldavia,1980,0,0,0
nova_zelandia,1980,0,0,0
paises_baixos,1980,0,0,0
panama,1980,0,0,0
peru,1980,0,0,0
portugal,1980,4242,8979,0
reino_unido,1980,0,0,0
romenia,1980,0,0,0
suica,1980,0,0,0
tunisia,1980,0,0,0
ucrania,1980,0,0,0
uruguai,1980,0,0,0
nao_consta_na_tabela,1980,0,0,1
nao_declarados,1980,0,0,1
outros,1980,0,0,0
africa_do_sul,1981,0,0,0
alemanha,1981,753,1860,0
argentina,1981,0,0,0
australia,1981,0,0,0
austria,1981,0,0,0
bermudas,1981,0,0,0
bahamas,1981,0,0,0
belgica,1981,0,0,0
brasil,1981,0,0,0
bulgaria,1981,0,0,0
canada,1981,0,0,0
chile,1981,18090,25350,0
croacia,1981,0,0,0
cuba,1981,0,0,0
emirados_arabes_unidos,1981,0,0,0
eslovenia,1981,0,0,0
espanha,1981,25685,21293,0
estados_unidos,1981,0,0,0
franca,1981,14555,65022,0
georgia,1981,0,0,0
granada,1981,0,0,0
grecia,1981,0,0,0
hong_kong,1981,0,0,0
hungria,1981,0,0,0
indonesia,1981,0,0,0
irlanda,1981,0,0,0
israel,1981,360,985,0
italia,1981,17290,20568,0
japao,1981,0,0,0
luxemburgo,1981,0,0,0
mexico,1981,0,0,0
moldavia,1981,0,0,0
nova_zelandia,1981,0,0,0
paises_baixos,1981,0,0,0
panama,1981,0,0,0
peru,1981,0,0,0
portugal,1981,284778,368103,0
reino_unido,1981,0,0,0
romenia,1981,0,0,0
suica,1981,0,0,0
tunisia,1981,0,0,0
ucrania,1981,0,0,0
uruguai,1981,0,0,0
nao_consta_na_tabela,1981,0,0,1
nao_declarados,1981,0,0,1
outros,1981,6075,15875,0
africa_do_sul,1982,0,0,0
alemanha,1982,117270,101714,0
argentina,1982,0,0,0
australia,1982,0,0,0
austria,1982,0,0,0
bermudas,1982,0,0,0
bahamas,1982,0,0,0
belgica,1982,0,0,0
brasil,1982,0,0,0
bulgaria,1982,0,0,0
canada,1982,0,0,0
chile,1982,14865,21614,0
croacia,1982,0,0,0
cuba,1982,0,0,0
emirados_arabes_unidos,1982,0,0,0
eslovenia,1982,0,0,0
espanha,1982,46249,47183,0
estados_unidos,1982,0,0,0
franca,1982,13128,32209,0
georgia,1982,0,0,0
granada,1982,0,0,0
grecia,1982,0,0,0
hong_kong,1982,0,0,0
hungria,1982,0,0,0
indonesia,1982,0,0,0
irlanda,1982,0,0,0
israel,1982,360,1001,0
italia,1982,32542,35237,0
japao,1982,0,0,0
luxemburgo,1982,0,0,0
mexico,1982,0,0,0
moldavia,1982,0,0,0
nova_zelandia,1982,0,0,0
paises_baixos,1982,0,0,0
panama,1982,0,0,0
peru,1982,0,0,0
portugal,1982,242143,311212,0
reino_unido,1982,0,0,0
romenia,1982,0,0,0
suica,1982,0,0,0
tunisia,1982,0,0,0
ucrania,1982,0,0,0
uruguai,1982,0,0,0
nao_consta_na_tabela,1982,0,0,1
nao_declarados,1982,0,0,1
outros,1982,1350,10200,0
africa_do_sul,1983,0,0,0
alemanha,1983,215712,193026,0
argentina,1983,0,0,0
australia,1983,0,0,0
austria,1983,0,0,0
bermudas,1983,0,0,0
bahamas,1983,0,0,0
belgica,1983,0,0,0
brasil,1983,0,0,0
bulgaria,1983,0,0,0
canada,1983,0,0,0
chile,1983,900,1650,0
croacia,1983,0,0,0
cuba,1983,0,0,0
emirados_arabes_unidos,1983,0,0,0
eslovenia,1983,0,0,0
espanha,1983,17190,18043,0
estados_unidos,1983,0,0,0
franca,1983,16253,45318,0
georgia,1983,0,0,0
granada,1983,0,0,0
grecia,1983,0,0,0
hong_kong,1983,0,0,0
hungria,1983,0,0,0
indonesia,1983,0,0,0
irlanda,1983,0,0,0
israel,1983,270,749,0
italia,1983,9000,7645,0
japao,1983,0,0,0
luxemburgo,1983,0,0,0
mexico,1983,0,0,0
moldavia,1983,0,0,0
nova_zelandia,1983,0,0,0
paises_baixos,1983,0,0,0
panama,1983,0,0,0
peru,1983,0,0,0
portugal,1983,231759,274033,0
reino_unido,1983,0,0,0
romenia,1983,0,0,0
suica,1983,0,0,0
tunisia,1983,0,0,0
ucrania,1983,0,0,0
uruguai,1983,0,0,0
nao_consta_na_tabela,1983,0,0,1
nao_declarados,1983,0,0,1
outros,1983,1188,8588,0
africa_do_sul,1984,0,0,0
alemanha,1984,3360,3130,0
argentina,1984,0,0,0
australia,1984,0,0,0
austria,1984,0,0,0
bermudas,1984,0,0,0
bahamas,1984,0,0,0
belgica,1984,0,0,0
brasil,1984,0,0,0
bulgaria,1984,0,0,0
canada,1984,0,0,0
chile,1984,4200,5500,0
croacia,1984,0,0,0
cuba,1984,0,0,0
emirados_arabes_unidos,1984,0,0,0
eslovenia,1984,0,0,0
espanha,1984,12824,13110,0
estados_unidos,1984,0,0,0
franca,1984,11308,37594,0
georgia,1984,0,0,0
granada,1984,0,0,0
grecia,1984,0,0,0
hong_kong,1984,0,0,0
hungria,1984,0,0,0
indonesia,1984,0,0,0
irlanda,1984,0,0,0
israel,1984,720,1880,0
italia,1984,2430,1917,0
japao,1984,0,0,0
luxemburgo,1984,0,0,0
mexico,1984,4158,6060,0
moldavia,1984,0,0,0
nova_zelandia,1984,0,0,0
paises_baixos,1984,0,0,0
panama,1984,0,0,0
peru,1984,0,0,0
portugal,1984,126855,136371,0
reino_unido,1984,0,0,0
romenia,1984,0,0,0
suica,1984,0,0,0
tunisia,1984,0,0,0
ucrania,1984,0,0,0
uruguai,1984,0,0,0
nao_consta_na_tabela,1984,0,0,1
nao_declarados,1984,0,0,1
outros,1984,1080,7152,0
africa_do_sul,1985,0,0,0
alemanha,1985,0,0,0
argentina,1985,0,0,0
australia,1985,0,0,0
austria,1985,0,0,0
bermudas,1985,0,0,0
bahamas,1985,0,0,0
belgica,1985,0,0,0
brasil,1985,0,0,0
bulgaria,1985,0,0,0
canada,1985,0,0,0
chile,1985,0,0,0
croacia,1985,0,0,0
cuba,1985,0,0,0
emirados_arabes_unidos,1985,0,0,0
eslovenia,1985,0,0,0
espanha,1985,19005,29323,0
estados_unidos,1985,0,0,0
franca,1985,35317,118807,0
georgia,1985,0,0,0
granada,1985,0,0,0
grecia,1985,0,0,0
hong_kong,1985,0,0,0
hungria,1985,0,0,0
indonesia,1985,0,0,0
irlanda,1985,0,0,0
israel,1985,0,0,0
italia,1985,12456,15821,0
japao,1985,0,0,0
luxemburgo,1985,0,0,0
mexico,1985,0,0,0
moldavia,1985,0,0,0
nova_zelandia,1985,0,0,0
paises_baixos,1985,0,0,0
panama,1985,0,0,0
peru,1985,0,0,0
portugal,1985,245613,247970,0
reino_unido,1985,0,0,0
romenia,1985,0,0,0
suica,1985,0,0,0
tunisia,1985,0,0,0
ucrania,1985,0,0,0
uruguai,1985,0,0,0
nao_consta_na_tabela,1985,0,0,1
nao_declarados,1985,0,0,1
outros,1985,450,700,0
africa_do_sul,1986,0,0,0
alemanha,1986,32490,37388,0
argentina,1986,270,990,0
australia,1986,0,0,0
austria,1986,0,0,0
bermudas,1986,0,0,0
bahamas,1986,0,0,0
belgica,1986,0,0,0
brasil,1986,0,0,0
bulgaria,1986,0,0,0
canada,1986,0,0,0
chile,1986,900,800,0
croacia,1986,0,0,0
cuba,1986,0,0,0
emirados_arabes_unidos,1986,0,0,0
eslovenia,1986,0,0,0
espanha,1986,43920,67595,0
estados_unidos,1986,0,0,0
franca,1986,37062,127661,0
georgia,1986,0,0,0
granada,1986,0,0,0
grecia,1986,0,0,0
hong_kong,1986,0,0,0
hungria,1986,0,0,0
indonesia,1986,0,0,0
irlanda,1986,0,0,0
israel,1986,909,1672,0
italia,1986,20355,29342,0
japao,1986,0,0,0
luxemburgo,1986,0,0,0
mexico,1986,0,0,0
moldavia,1986,0,0,0
nova_zelandia,1986,0,0,0
paises_baixos,1986,0,0,0
panama,1986,0,0,0
peru,1986,0,0,0
portugal,1986,436485,468813,0
reino_unido,1986,0,0,0
romenia,1986,0,0,0
suica,1986,0,0,0
tunisia,1986,0,0,0
ucrania,1986,0,0,0
uruguai,1986,0,0,0
nao_consta_na_tabela,1986,0,0,1
nao_declarados,1986,0,0,1
outros,1986,2934,5056,0
africa_do_sul,1987,0,0,0
alemanha,1987,1800,2000,0
argentina,1987,0,0,0
australia,1987,0,0,0
austria,1987,0,0,0
bermudas,1987,0,0,0
bahamas,1987,0,0,0
belgica,1987,0,0,0
brasil,1987,0,0,0
bulgaria,1987,0,0,0
canada,1987,0,0,0
chile,1987,450,482,0
croacia,1987,0,0,0
cuba,1987,0,0,0
emirados_arabes_unidos,1987,0,0,0
eslovenia,1987,0,0,0
espanha,1987,35910,52044,0
estados_unidos,1987,0,0,0
franca,1987,15550,135589,0
georgia,1987,0,0,0
granada,1987,0,0,0
grecia,1987,0,0,0
hong_kong,1987,0,0,0
hungria,1987,0,0,0
indonesia,1987,0,0,0
irlanda,1987,0,0,0
israel,1987,765,1720,0
italia,1987,16640,22399,0
japao,1987,0,0,0
luxemburgo,1987,0,0,0
mexico,1987,0,0,0
moldavia,1987,0,0,0
nova_zelandia,1987,0,0,0
paises_baixos,1987,0,0,0
panama,1987,0,0,0
peru,1987,0,0,0
portugal,1987,228933,273749,0
reino_unido,1987,0,0,0
romenia,1987,0,0,0
suica,1987,0,0,0
tunisia,1987,0,0,0
ucrania,1987,0,0,0
uruguai,1987,0,0,0
nao_consta_na_tabela,1987,0,0,1
nao_declarados,1987,0,0,1
outros,1987,0,0,0
africa_do_sul,1988,0,0,0
alemanha,1988,450,534,0
argentina,1988,315,840,0
australia,1988,0,0,0
austria,1988,0,0,0
bermudas,1988,0,0,0
bahamas,1988,0,0,0
belgica,1988,0,0,0
brasil,1988,0,0,0
bulgaria,1988,0,0,0
canada,1988,0,0,0
chile,1988,0,0,0
croacia,1988,0,0,0
cuba,1988,0,0,0
emirados_arabes_unidos,1988,0,0,0
eslovenia,1988,0,0,0
espanha,1988,41070,54402,0
estados_unidos,1988,0,0,0
franca,1988,32809,204117,0
georgia,1988,0,0,0
granada,1988,0,0,0
grecia,1988,0,0,0
hong_kong,1988,0,0,0
hungria,1988,0,0,0
indonesia,1988,0,0,0
irlanda,1988,0,0,0
israel,1988,0,0,0
italia,1988,31077,39084,0
japao,1988,0,0,0
luxemburgo,1988,0,0,0
mexico,1988,0,0,0
moldavia,1988,0,0,0
nova_zelandia,1988,0,0,0
paises_baixos,1988,0,0,0
panama,1988,0,0,0
peru,1988,0,0,0
portugal,1988,225450,303888,0
reino_unido,1988,0,0,0
romenia,1988,0,0,0
suica,1988,0,0,0
tunisia,1988,0,0,0
ucrania,1988,0,0,0
uruguai,1988,0,0,0
nao_consta_na_tabela,1988,0,0,1
nao_declarados,1988,0,0,1
outros,1988,1800,2600,0
africa_do_sul,1989,0,0,0
alemanha,1989,9000,17431,0
argentina,1989,5176,15000,0
australia,1989,0,0,0
austria,1989,0,0,0
bermudas,1989,0,0,0
bahamas,1989,0,0,0
belgica,1989,0,0,0
brasil,1989,0,0,0
bulgaria,1989,0,0,0
canada,1989,0,0,0
chile,1989,7449,12675,0
croacia,1989,0,0,0
cuba,1989,0,0,0
emirados_arabes_unidos,1989,0,0,0
eslovenia,1989,0,0,0
espanha,1989,58995,143790,0
estados_unidos,1989,0,0,0
franca,1989,52601,358096,0
georgia,1989,0,0,0
granada,1989,0,0,0
grecia,1989,0,0,0
hong_kong,1989,0,0,0
hungria,1989,0,0,0
indonesia,1989,0,0,0
irlanda,1989,0,0,0
israel,1989,0,0,0
italia,1989,26802,68918,0
japao,1989,0,0,0
luxemburgo,1989,0,0,0
mexico,1989,0,0,0
moldavia,1989,0,0,0
nova_zelandia,1989,0,0,0
paises_baixos,1989,0,0,0
panama,1989,0,0,0
peru,1989,0,0,0
portugal,1989,7740,16240,0
reino_unido,1989,0,0,0
romenia,1989,0,0,0
suica,1989,0,0,0
tunisia,1989,0,0,0
ucrania,1989,0,0,0
uruguai,1989,0,0,0
nao_consta_na_tabela,1989,0,0,1
nao_declarados,1989,0,0,1
outros,1989,0,0,0
africa_do_sul,1990,0,0,0
alemanha,1990,12613,29121,0
argentina,1990,4500,20000,0
australia,1990,0,0,0
austria,1990,0,0,0
bermudas,1990,0,0,0
bahamas,1990,0,0,0
belgica,1990,0,0,0
brasil,1990,0,0,0
bulgaria,1990,0,0,0
canada,1990,0,0,0
chile,1990,540,1200,0
croacia,1990,0,0,0
cuba,1990,0,0,0
emirados_arabes_unidos,1990,0,0,0
eslovenia,1990,0,0,0
espanha,1990,121856,355275,0
estados_unidos,1990,0,0,0
franca,1990,32371,448505,0
georgia,1990,0,0,0
granada,1990,0,0,0
grecia,1990,0,0,0
hong_kong,1990,0,0,0
hungria,1990,0,0,0
indonesia,1990,0,0,0
irlanda,1990,0,0,0
israel,1990,0,0,0
italia,1990,24120,73084,0
japao,1990,0,0,0
luxemburgo,1990,0,0,0
mexico,1990,0,0,0
moldavia,1990,0,0,0
nova_zelandia,1990,0,0,0
paises_baixos,1990,0,0,0
panama,1990,0,0,0
peru,1990,0,0,0
portugal,1990,9467,24269,0
reino_unido,1990,0,0,0
romenia,1990,0,0,0
suica,1990,0,0,0
tunisia,1990,0,0,0
ucrania,1990,0,0,0
uruguai,1990,0,0,0
nao_consta_na_tabela,1990,0,0,1
nao_declarados,1990,0,0,1
outros,1990,1170,5042,0
africa_do_sul,1991,0,0,0
alemanha,1991,11275,41978,0
argentina,1991,24889,83975,0
australia,1991,0,0,0
austria,1991,0,0,0
bermudas,1991,0,0,0
bahamas,1991,0,0,0
belgica,1991,0,0,0
brasil,1991,0,0,0
bulgaria,1991,0,0,0
canada,1991,0,0,0
chile,1991,10800,28600,0
croacia,1991,0,0,0
cuba,1991,0,0,0
emirados_arabes_unidos,1991,0,0,0
eslovenia,1991,0,0,0
espanha,1991,92798,294496,0
estados_unidos,1991,0,0,0
franca,1991,33945,353361,0
georgia,1991,0,0,0
granada,1991,0,0,0
